genenames,CHASM,DawnRank,EntroRank,Intdriver,MA,MCGfinder,MaxMIF_HumanNet,MaxMIF_Influencegraph,MaxMIF_STRINGv10,Muf_max_HumanNet,Muf_max_STRINGv10,Muf_max_influencegraph,Muf_sum_HumanNet,Muf_sum_STRINGv10,Muf_sum_influencegraph,Music,NMTF,OncodriveClust,OncodriveFM,RME,SIFT,Subdyquency,Unicovex_PPR,Unicovex_influencegraph,activedriver,dendrix_frequency,dendrix_weight,diffusion,dndscv,dotsfinder,drivernet,polyphen-2,ncg_6,cgc,ccgs
PLEKHG7,0,0,0,0,47207,0,13867,12799,11656,14683,5589,13352,13117,8108,10928,13162,0,0,0,0,0,0,0,0,0,0,0,0,15669,10954,0,0,N,N,N
EEA1,0,0,2251,0,23968,0,3813,6327,1782,3611,4752,1615,2378,2626,1424,6145,0,1663,7924,0,7775,0,1136,1029,4827,0,0,0,3952,4068,0,11601,N,N,N
NUDT4,0,0,0,0,63239,0,10537,14327,11833,14055,7002,14902,14189,13770,13743,20181,0,0,0,0,1808,0,7945,0,0,330,708,0,14445,0,0,0,N,N,N
CCDC41,0,0,0,0,23760,0,14088,13703,14118,11149,11736,3164,13739,16694,9476,7761,0,0,0,0,0,0,0,0,2863,206,131,0,7542,5354,0,0,N,N,N
MIR492,0,0,0,0,0,0,14489,14351,14501,0,0,0,0,0,0,19408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
NR2C1,0,0,6719,0,53,0,10000,12367,9062,8936,8873,6715,7792,9970,9865,12940,0,0,4239,0,11846,0,5520,4480,7471,0,0,0,17426,9298,0,560,N,N,N
FGD6,0,0,0,0,8876,0,10958,11759,11901,13562,11108,14200,13011,10600,11604,9855,0,0,8934,0,12435,0,3329,0,5609,0,0,0,11547,6675,0,1571,N,N,N
METAP2,0,0,4881,0,8880,0,9929,14359,11398,7681,4106,13776,8123,9084,12974,18415,0,0,0,0,1820,0,0,0,0,1604,1267,0,8164,13500,0,5825,N,N,Y
CCDC38,0,0,0,0,8409,0,13619,11513,11931,14648,12405,13048,13081,11592,10700,4063,0,0,7268,0,7555,0,0,0,3508,0,0,0,4728,4620,0,11666,N,N,N
AMDHD1,0,0,0,0,32714,0,4727,10169,9273,6332,11350,13563,5970,11877,11096,11183,0,0,1019,0,13818,0,0,0,0,0,0,0,3255,9759,0,3463,N,N,N
LTA4H,0,0,4495,0,4031,0,9196,13453,9908,4091,5165,12370,8250,7340,9643,18255,0,0,4659,0,1843,0,3773,3816,0,0,0,0,17543,13236,0,518,N,N,Y
CDK17,0,0,4662,0,15755,0,2194,3392,5439,3754,7554,7365,4419,614,5280,7767,0,4083,3293,0,1695,868,2557,2049,481,0,0,622,6590,5055,0,7782,N,N,Y
TMPO,0,0,4882,0,64866,0,949,11224,7296,4040,1883,10536,6583,9555,10510,23233,0,0,0,0,13816,0,5661,4834,0,0,0,0,8009,12082,0,0,N,N,N
SLC25A3,0,0,3142,0,30454,0,6147,11100,6834,5366,8050,9752,6241,4834,6096,13651,0,0,6922,0,11373,0,0,0,7559,0,0,0,19036,10306,0,11406,N,N,N
CD69,0,0,4883,0,4974,0,11285,14469,11262,8847,2413,10144,1931,4348,12225,11637,0,0,8066,0,13503,0,4845,3068,0,0,0,0,17273,8757,0,1069,N,N,N
APAF1,0,0,1097,0,15872,0,2721,2703,172,3440,11546,72,2777,3598,2285,7147,0,1255,1172,0,1833,0,924,796,3928,0,0,0,2395,2391,0,4516,N,N,Y
PCCA,0,0,3402,0,1103,0,4578,8685,5264,2561,1965,10155,1527,4199,5880,4098,0,0,5106,0,10906,0,0,0,5553,0,0,0,11699,3977,0,11750,N,N,N
TPP2,0,0,6966,0,12623,0,7782,11039,9307,4718,3798,6996,4968,3757,8157,10853,0,0,2270,0,1790,0,1628,1370,6250,0,0,0,6111,7605,0,5727,N,N,N
KDELC1,0,0,0,0,7433,0,6165,7439,8883,6061,11331,12275,7243,8520,8708,7915,0,4490,4273,0,9166,0,0,0,6079,0,0,0,4472,4039,0,4720,N,N,N
BIVM,0,0,0,0,0,0,9866,5562,9253,6313,11271,9808,3928,4763,4481,9431,0,0,0,0,0,0,0,0,0,0,0,0,14073,10774,0,9196,N,N,N
EFNB2,0,0,8447,0,40753,0,8857,14431,10415,1477,2633,978,1830,4259,2598,11959,0,0,2639,0,1697,1690,3840,3574,3509,481,266,57,19242,0,0,6991,N,N,N
ARGLU1,0,0,6578,0,14940,0,10050,9318,8505,11770,15401,8834,9810,11200,8186,9367,0,0,841,0,1698,0,0,0,4707,1448,1262,0,9192,6490,0,3296,N,N,N
MYO16,0,0,1353,0,2001,214,1006,121,2315,467,2212,1885,291,148,463,383,142,987,2007,248,1702,0,90,76,0,0,0,0,4921,180,0,7391,N,N,N
IRS2,0,52,8812,0,10618,0,1864,9285,2837,710,3460,865,4271,5779,4238,1696,0,0,8480,0,11687,1029,3816,3342,4103,0,0,44,16797,6630,0,2915,N,N,Y
COL4A1,0,0,125,0,487,161,267,752,617,420,1330,1070,148,178,407,2428,0,3335,318,0,10229,105,156,117,2449,0,0,50,5038,520,81,435,N,N,Y
CARS2,0,0,0,0,1859,0,11180,14480,11965,9920,10412,14346,13759,8644,13228,15371,0,0,0,0,11644,0,0,0,0,0,0,0,7448,13276,0,2549,N,N,N
ARHGEF7,0,0,991,0,18003,0,4684,7179,1810,3766,1970,1605,4898,2755,2354,7700,0,0,1666,0,1823,1333,1833,1695,4104,0,0,181,2663,4235,0,5108,N,N,N
SPACA7,0,0,0,0,0,0,13775,12357,13851,14636,15731,12943,13069,13122,10610,6381,0,0,0,0,192,0,0,0,0,0,0,0,13293,10891,0,3246,N,N,N
TUBGCP3,0,0,8738,0,28250,0,637,1126,1299,2912,5117,2530,7145,4137,4624,10897,0,0,5655,0,8599,0,2935,2976,0,1378,326,0,765,7391,0,6316,N,N,Y
F10,0,0,8250,0,234,0,1700,9278,5054,775,1712,2093,1535,1441,2733,5098,0,1790,6432,0,1738,0,3432,2667,0,0,0,0,6748,5639,0,416,N,N,Y
PCID2,0,0,7815,0,23923,0,7984,12800,10980,9087,4229,8002,9527,8260,10174,13070,0,0,0,0,1743,0,2305,2225,0,0,0,0,17777,8792,0,0,N,N,N
LAMP1,0,0,4319,0,11769,0,7864,13454,7293,7185,2268,11263,9832,3182,10522,17814,0,0,6978,0,11313,0,0,0,0,0,0,0,18124,9426,0,547,N,N,N
GRTP1,0,0,0,0,626,0,8452,14399,12366,561,8746,15276,5843,8560,14087,17013,0,0,0,0,12096,0,0,0,0,0,0,0,7751,0,0,9410,N,N,N
DCUN1D2,0,0,4884,0,8917,0,7007,6819,6809,10819,16245,11582,12384,13635,9844,15945,0,0,6874,0,10837,0,0,0,0,1565,1187,0,8764,13037,0,8574,N,N,N
TMCO3,0,0,0,0,15160,0,2942,1462,2667,3975,8612,9286,2052,2866,4337,4493,0,1374,4079,0,6828,0,0,0,0,158,1,0,1297,2732,0,5605,N,N,N
RASA3,0,0,2429,0,6886,0,2259,8786,3692,850,5893,831,5325,5370,6078,5042,0,0,2304,0,13804,1559,0,0,4296,0,0,0,7326,2631,0,5392,N,N,N
CDC16,0,0,800,0,9982,0,5381,9109,5775,6933,4099,6688,4644,4722,5925,9590,0,0,8672,0,12654,1025,4826,3359,760,0,0,384,8629,6112,0,1110,N,N,Y
CHAMP1,0,0,0,0,0,0,11379,7157,10827,12340,11733,12847,10769,10339,9099,8407,0,0,0,0,7994,0,0,0,880,0,0,0,13133,5644,0,10991,N,N,N
MPHOSPH8,0,0,4279,0,39330,0,3222,3641,5934,4271,7226,4931,2501,1397,4069,7972,0,2932,1312,0,1740,0,1291,1037,258,0,0,0,7860,4689,0,3253,N,N,N
PSPC1,282,0,2656,0,4438,0,2933,5278,2922,6578,13824,8463,4475,7099,5228,3302,0,1375,3949,0,1741,0,2669,1904,1297,0,0,0,2071,3177,0,6315,N,N,N
ZMYM5,0,0,4885,0,14456,0,6353,2489,6390,7818,9727,11074,7778,6628,6778,11003,0,0,9381,0,11989,0,2250,1868,0,0,0,0,591,7627,0,2791,N,N,N
ZMYM2,0,0,3093,0,35648,0,2871,7033,13257,945,3863,5584,4709,4221,7792,11002,0,0,0,0,0,0,3655,2672,286,0,0,0,13837,7626,0,10373,Y,N,Y
CRYL1,0,0,4886,0,43777,0,9589,14446,12045,11335,11064,13179,14118,12077,12126,15783,0,0,0,0,9140,0,0,0,0,1246,45,0,9027,12516,0,4739,N,N,N
IFT88,0,0,1193,0,11212,0,4019,5511,4441,2383,3792,2620,2654,2055,2807,7457,0,450,4330,0,7363,0,1304,996,6251,0,0,0,4870,2513,0,8865,N,N,N
N6AMT2,0,0,6275,0,9833,0,14687,14687,14687,4277,15679,0,7314,17093,0,19952,0,0,0,0,0,0,0,0,0,0,0,0,6625,11665,0,0,N,N,N
XPO4,0,0,4887,0,32583,0,9180,7608,7120,11245,7548,13712,10304,10432,11222,14241,0,0,2796,0,6302,0,3085,2690,6610,0,0,0,14177,10221,0,4052,N,N,N
LATS2,0,0,1327,0,7211,0,3004,1381,1181,3069,1553,3270,3521,676,2024,3086,0,3703,7190,0,12419,0,0,0,1212,498,222,0,2310,1301,0,7935,Y,N,Y
SAP18,0,0,8483,0,6442,0,11349,14270,14491,10209,5557,3609,8307,9225,3996,21990,0,0,0,0,12486,0,6762,6018,0,1245,664,0,13853,11135,0,9611,N,N,Y
C1QTNF9,0,0,0,0,2707,0,11908,13464,10441,13984,6228,14225,12408,6363,11625,15081,0,0,5024,0,7862,0,0,0,0,0,0,0,19103,9361,0,525,N,N,N
PARP4,0,93,3202,0,18426,0,3659,6621,3574,3736,3787,7767,476,3396,6246,8004,0,0,5055,0,11675,0,2255,1827,4920,0,0,0,4667,4262,0,5687,N,N,Y
CENPJ,0,0,728,0,6299,0,5860,4092,2891,8309,3301,2420,7695,5033,2561,8400,0,0,5179,0,1778,1297,2641,2065,5502,0,0,208,4015,5729,0,2580,N,N,Y
NUPL1,0,0,0,0,14364,0,14246,13971,14258,7194,13325,4510,13671,12608,9209,10333,0,0,0,0,0,0,2547,0,6595,0,0,0,12507,6919,0,0,N,N,N
RNF6,0,0,6397,0,18954,0,9550,6465,5143,13561,4594,8759,11291,8348,10309,13445,0,0,6698,0,11451,0,3005,2749,0,0,0,0,17837,8372,0,8792,N,N,Y
CDK8,0,0,2153,0,9282,0,4203,8551,2004,2642,848,2667,4125,2259,2734,9603,0,0,8435,0,12443,1604,4786,3263,5962,0,0,555,13692,6633,0,881,N,N,N
GPR12,0,231,7340,0,24415,0,9172,7872,13341,8108,14444,3491,1926,8794,5081,16963,0,0,231,0,1131,0,0,0,0,0,0,0,5899,10791,0,11928,N,N,N
USP12,0,0,4137,0,7145,0,3752,6722,5952,5706,11492,7421,11685,9399,9177,14160,0,0,5923,0,8967,0,3873,3655,0,0,0,0,18489,8791,0,11621,N,N,N
FLT3,0,0,1483,0,26647,652,2071,4795,1188,1319,897,715,2689,748,2365,2612,0,582,0,0,0,809,793,635,3854,0,0,453,6377,1204,0,3944,Y,N,Y
PAN3,0,0,4730,0,6582,0,725,2460,4300,669,15353,5543,6043,11152,4820,8849,0,0,0,0,8780,0,0,0,4391,1656,219,0,11369,5669,0,0,N,N,Y
HSPH1,0,0,3776,0,2976,0,2354,5014,4822,3471,2837,8209,2913,1498,5290,7228,0,3265,2467,0,1714,0,2718,2047,612,0,0,0,5304,2799,0,7042,N,N,N
N4BP2L1,0,0,0,0,92048,0,11906,14339,12536,14290,14225,14336,13395,11960,13218,19951,0,0,0,0,10241,0,0,0,0,0,0,0,11277,11784,0,5877,N,N,N
PDS5B,0,0,712,0,18622,0,1614,2896,2375,6119,3118,1687,5273,5418,3117,7539,0,2633,7868,0,7039,0,1120,883,229,0,0,0,9083,3183,0,8441,Y,N,N
KL,729,0,984,0,12278,0,907,925,1233,4239,2421,733,4367,2774,2017,4328,0,852,5578,0,1130,816,0,0,5382,879,860,455,1493,2480,0,8442,N,N,Y
STARD13,0,0,1267,0,3040,0,3950,4561,2006,3271,2200,4887,2359,2391,3984,5683,0,2915,149,0,1703,709,1012,851,3510,0,0,0,3842,1711,0,12397,N,N,N
MAB21L1,0,0,4210,0,11155,0,7176,10484,9753,5043,9944,11412,1140,7847,8347,5782,0,4019,3867,0,1710,0,2300,1924,2989,0,0,0,4063,5420,0,8926,N,N,N
DCLK1,0,0,3095,0,6565,0,1849,1168,2283,2493,11550,6924,1279,3602,2865,1612,0,2332,0,0,6026,0,0,0,5182,0,0,0,1634,1498,0,0,N,N,Y
SMAD9,0,0,7390,0,7657,0,1273,4971,4618,3118,5272,6683,50,6132,1078,22245,0,0,9373,0,12714,1564,5924,4562,0,1651,339,0,4313,10981,0,144,N,N,N
FAM48A,0,0,0,0,17778,0,14594,14594,14594,0,0,0,0,0,0,12080,0,0,0,0,0,0,3780,0,0,1765,1680,0,0,12953,0,0,N,N,N
CSNK1A1L,0,0,1390,0,303,0,6287,7121,5937,5950,4315,3520,6095,2195,4742,2332,0,1155,1059,0,11333,1302,0,0,3202,0,0,0,3369,3481,0,5185,N,N,Y
STOML3,0,0,2745,0,3285,0,5419,6151,7786,2470,8401,6279,4711,3291,2269,1609,0,3680,518,0,1726,0,0,0,0,398,935,0,5605,3999,0,4381,N,N,N
LHFP,0,0,0,0,15534,0,4577,8322,10069,10489,14834,0,8676,14352,0,5901,0,0,0,0,0,0,0,0,0,0,0,0,11167,10519,0,0,N,N,Y
ELF1,0,0,1186,0,21006,0,2488,4282,1012,3055,919,3475,4830,5132,965,3357,0,4972,5821,0,1772,980,1590,1208,1143,0,0,0,1323,2492,0,756,Y,N,N
MTRF1,0,0,0,0,62916,0,11546,14343,11971,13205,16638,15032,13605,15570,13866,19903,0,0,0,0,1773,0,0,0,0,0,0,0,7596,14211,0,0,N,N,N
VWA8,0,0,0,0,0,0,6659,5565,3038,3353,3017,9147,222,3503,4305,7647,0,0,0,0,8087,0,0,0,0,0,0,0,6752,2972,0,2967,N,N,N
DGKH,0,0,2730,0,14351,0,6557,5019,4879,7939,6479,3447,5219,4544,5812,5690,0,2503,434,0,1786,0,0,0,3679,0,0,0,5099,4213,0,12101,N,N,Y
CCDC122,0,0,0,0,26188,0,13308,9429,10325,12997,8832,12071,10934,9447,8574,1942,0,0,5048,0,7222,0,0,0,0,0,0,0,17617,6893,0,6405,N,N,N
TSC22D1,0,0,2523,0,22168,0,9982,6973,1873,9083,14492,4683,6359,8842,4804,8155,0,4668,7796,0,6005,0,840,704,6675,0,0,0,7134,3641,0,9524,N,N,Y
NUFIP1,0,0,3519,0,17741,0,5916,6201,8092,8880,5053,7165,10178,6056,8255,5223,0,0,7781,0,11446,0,2542,2152,1196,0,0,0,2694,6182,0,11145,N,N,N
SLC25A30,0,0,0,0,64346,0,14480,14260,12526,16538,14017,15418,15657,12117,14217,22180,0,0,0,0,13802,0,0,0,0,0,0,0,10888,11860,0,0,N,N,N
COG3,0,0,3137,0,6438,0,5667,9706,7292,9154,11260,725,9985,7450,2648,9643,0,0,9308,0,12184,1984,2448,1804,0,0,0,128,9512,6818,0,2193,N,N,N
SIAH3,0,0,0,0,45462,0,12170,1752,2369,11125,9190,11627,8909,6847,7067,10637,0,0,9207,0,9924,0,0,0,0,0,0,0,18928,7102,0,1728,N,N,N
ZC3H13,0,0,0,0,20297,0,7992,1159,1801,3190,4082,6600,1749,1265,2057,1752,0,261,0,0,6387,0,0,0,52,0,0,0,1832,860,0,0,N,N,N
CPB2,0,0,4275,0,35399,0,5793,11677,9548,3136,7701,7697,2261,5766,8172,3486,0,2769,2603,0,1750,0,0,0,3680,0,0,0,12736,4709,0,5739,N,N,Y
LCP1,0,0,3185,0,8537,0,1735,4060,5031,2216,4220,6100,1811,3132,6134,2719,0,4049,1153,0,1755,0,3146,2665,2822,0,0,0,2485,3760,0,4402,N,N,Y
LRCH1,0,0,0,0,14319,0,3642,3768,3442,2904,13800,10839,3074,7075,5641,7940,0,903,0,0,8422,0,1936,0,6627,0,0,0,5663,3857,0,0,N,N,N
FNDC3A,0,0,0,0,6046,0,8752,4953,3229,8723,1957,10963,5831,1481,6721,7218,0,4524,89,0,168,0,0,0,645,0,0,0,1925,2487,0,3506,N,N,N
CAB39L,0,0,7342,0,3752,0,10635,14482,10850,5359,5759,3904,13469,7200,12150,11536,0,0,3078,0,11720,0,5120,4041,2992,972,313,0,18512,10745,0,7775,N,N,N
RCBTB1,0,0,0,0,12483,0,11184,4453,6747,10437,7750,10921,8411,5924,6704,10527,0,0,4924,0,1771,0,0,0,0,0,0,0,15329,10256,0,1883,N,N,N
KPNA3,0,0,7431,0,7751,0,7437,10344,5488,9928,3678,3769,4653,5880,7602,12576,0,0,8076,0,10014,0,5706,4847,7044,0,0,0,17770,8739,0,10424,N,N,Y
TRIM13,0,0,6399,0,50292,0,12253,14217,14484,15825,16833,9087,14612,15765,12263,23509,0,0,0,0,0,0,6148,4637,0,772,362,0,9815,13844,0,0,N,N,Y
DHRS12,0,0,0,0,61272,0,11939,14436,12056,15478,11124,14441,14547,12845,13314,16021,0,0,0,0,9334,0,0,0,0,0,0,0,10316,11811,0,0,N,N,N
ATP7B,0,0,0,0,754,0,769,3143,2024,1377,1559,8427,1545,1365,3486,6936,0,4917,1245,0,1709,0,1202,0,2993,0,0,0,3343,1069,0,4276,N,N,Y
UTP14C,0,0,6242,0,10871,0,3341,11493,3358,5901,7849,9323,6467,8574,10221,4170,0,0,7834,0,6933,1765,3919,3396,6719,0,0,0,4277,7414,0,1394,N,N,N
NEK5,0,0,0,0,30853,0,3330,1722,8453,5616,11138,11223,8010,6666,6848,8807,0,2933,7277,0,10795,0,0,0,4866,0,0,0,6243,4577,0,7279,N,N,Y
THSD1,0,0,0,0,18595,0,6115,2794,10107,4247,9189,8160,3508,2463,2960,5747,0,338,2747,0,1720,0,0,0,5383,0,0,0,13548,4361,0,7336,N,N,Y
VPS36,0,0,2331,0,25168,0,9559,8617,9261,8924,9446,7227,6956,6859,7604,14189,0,0,4963,0,4982,0,3601,2332,0,0,0,0,17605,9842,0,10253,N,N,N
PCDH17,0,0,0,0,132,88,4305,382,5092,754,2966,2611,371,179,476,53,139,1801,3261,94,1150,0,104,0,0,0,0,0,3145,149,0,126,N,N,Y
MZT1,0,0,4888,0,0,0,11904,14340,11691,15120,11530,11238,11376,14062,12767,19949,0,0,0,0,10149,0,0,0,0,0,0,0,16956,13667,0,9401,N,N,N
BORA,0,0,7476,0,0,0,10805,9380,6022,11449,4570,2465,10591,6439,5310,9433,0,0,0,0,1777,0,3426,2731,6528,0,0,0,15909,7995,0,8737,N,N,Y
DIS3,0,0,1040,0,240,0,1297,7232,4612,4112,3967,4332,2931,2408,2541,2914,0,1348,942,0,11108,0,1925,1483,2372,0,0,0,1136,2264,0,2890,Y,N,Y
KLF5,0,0,7439,0,22812,0,11087,14373,7660,12655,600,5697,14749,6890,11741,17736,0,0,0,0,7708,0,7406,5792,0,0,0,0,6669,14058,0,4868,Y,N,Y
KLF12,0,0,4211,0,36201,0,5104,9063,13463,4307,15167,11246,6714,10966,8160,10100,0,0,0,0,0,0,4080,3169,381,1184,1344,0,13567,8350,0,10393,N,N,N
TBC1D4,0,0,3523,0,64716,0,7778,11753,10043,5797,6698,7659,1016,6438,9616,10779,0,0,0,0,1789,0,1758,1757,0,0,0,0,607,9998,0,0,N,N,N
COMMD6,0,0,6305,0,61077,0,10028,14452,12270,8461,16483,11975,9828,15415,12586,15724,0,0,0,0,1793,0,5486,4966,0,1559,911,0,17177,0,0,0,N,N,N
LMO7,0,0,386,0,16588,0,5135,4243,4524,4888,3891,2018,2531,2760,2763,7486,0,1587,0,0,6735,938,1570,1244,2248,0,0,669,20042,2270,0,0,N,N,Y
FBXL3,0,0,1264,0,23177,0,7130,9068,7831,8933,6633,2599,6484,9232,4726,4955,0,0,6626,0,13797,906,0,0,0,0,0,0,2528,7727,0,9147,N,N,N
SCEL,0,0,0,0,21440,0,6546,4498,5793,8830,14582,11110,8678,8932,6793,10590,0,0,39,0,73,0,3731,0,4922,0,0,0,5166,7837,0,11843,N,N,Y
SLAIN1,0,0,0,0,18463,0,10783,10389,12296,11703,15791,13187,8365,13182,10805,13616,0,0,0,0,0,0,2819,0,232,0,0,0,16164,13757,0,8878,N,N,N
EDNRB,0,0,1620,0,1814,0,6157,6681,4337,4745,2543,3138,3844,1443,3212,3549,0,2640,108,0,1736,891,0,0,2452,0,0,541,1437,2593,0,11891,N,N,Y
RNF219,0,0,0,0,27691,0,3667,10920,11337,14188,11094,14191,12694,11461,11595,6202,0,0,1736,0,5029,0,1822,0,6006,0,0,0,3530,5758,0,3855,N,N,Y
NDFIP2,0,0,6002,0,15998,0,11467,14335,14499,13938,11815,1709,14584,9602,7614,12877,0,0,8269,0,12844,0,3216,2348,6720,0,0,0,18944,9591,0,2651,N,N,N
SLITRK6,0,0,0,0,15565,0,4880,1077,1865,2780,1832,7038,1174,1186,2426,510,0,2581,730,0,5567,0,0,0,2995,1369,1391,0,1247,558,0,3804,N,N,N
GPC5,0,0,719,0,9783,0,4323,1480,880,2563,1632,930,1430,552,969,2257,0,5023,559,0,1707,527,0,0,0,0,0,0,6838,1313,0,3654,N,Y,Y
TGDS,0,0,0,0,48017,0,7401,12366,12194,5693,13910,14030,7177,11403,11471,13919,0,0,1143,0,4732,0,3027,0,0,0,0,0,4183,10825,0,11846,N,N,N
GPR180,0,0,0,0,62005,0,11786,14400,12144,14044,4911,15563,14801,7582,14354,16972,0,0,0,0,0,0,0,0,0,0,0,0,8661,12854,0,0,N,N,N
DZIP1,0,0,7494,0,19277,0,10619,10924,13674,8327,6795,3194,3971,6259,7863,7423,0,2017,4072,0,1723,0,3705,2372,2997,320,271,0,5678,3388,0,8643,N,N,N
UGGT2,0,0,3591,0,7158,0,4474,1947,1886,4927,4228,8474,3984,2790,3497,7320,0,3350,3726,0,13502,0,938,755,4106,0,0,0,20060,2454,0,2696,N,N,N
HS6ST3,0,0,0,0,9305,0,6106,5564,4272,6077,14633,11504,8253,8983,7002,2546,0,2983,6652,0,8356,0,0,0,5650,0,0,0,15205,4972,0,9696,N,N,N
OXGR1,0,0,3107,0,9035,0,13628,11585,7066,12948,4770,10710,10884,5712,8310,5206,0,0,3639,0,5672,0,0,0,0,0,0,0,16546,8009,0,4131,N,N,N
MBNL2,0,0,4889,0,19956,0,5767,1820,7190,10025,10132,9619,10006,6304,7561,10180,0,0,0,0,1739,0,0,0,0,0,0,0,10288,5978,0,0,N,N,N
IPO5,0,0,4890,0,5494,0,6142,11110,8356,7390,6293,10532,3953,5853,10518,10046,0,0,0,0,9982,0,1989,1419,2249,0,0,0,15274,9198,0,0,N,N,N
FARP1,0,0,4496,0,4886,0,9386,11691,11357,7381,9999,12626,9973,9405,10592,7846,0,1781,0,0,0,0,0,0,179,0,0,0,11556,3643,0,7888,N,N,N
STK24,0,0,4459,0,991,0,3437,8170,5355,1693,15322,3279,3766,11121,4558,13812,0,0,2835,0,1760,0,4135,3391,3341,0,0,0,9295,12709,0,1405,N,N,Y
SLC15A1,0,0,0,0,1967,0,2634,3974,4687,3908,3812,10411,2437,2994,5494,10649,0,0,9182,0,12734,0,0,0,6968,0,0,0,3012,7050,0,841,N,N,Y
UBAC2,0,0,4698,0,28793,0,11963,8320,9181,14358,15848,10349,12469,13239,10272,14129,0,0,1044,0,1804,0,4321,3226,4627,0,0,0,18329,9218,0,3586,N,N,N
GPR18,0,0,2419,0,41654,0,10952,10234,5854,10033,15257,5255,8599,11056,5184,12281,0,0,7296,0,1805,1603,0,0,0,0,0,0,15133,10795,0,10194,N,N,N
CYP46A1,0,0,0,0,16983,0,7295,5781,7209,5873,7437,9899,5394,4205,4507,3378,0,3790,1626,0,6102,0,0,0,0,0,0,0,9686,2635,0,3725,N,N,N
SNORD113-9,0,0,0,0,0,0,13691,11904,13795,0,0,0,0,0,0,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
HSP90AA1,0,0,879,0,47,0,141,5888,496,37,88,867,218,167,195,8644,0,4954,0,0,1801,1188,3097,2423,5296,0,0,87,6180,5501,0,0,N,N,Y
MOK,0,0,3393,0,0,0,7834,9592,9357,5974,9092,8773,5012,7784,9988,10231,0,0,0,0,1799,0,4689,3560,3929,0,0,0,13135,6527,0,2864,N,N,Y
RCOR1,0,151,8503,0,13911,0,8242,12358,13852,8691,15910,5143,8139,13301,5975,13388,0,0,5831,0,6627,0,4360,3017,7560,0,0,0,18612,10469,0,9469,N,N,N
BAG5,0,0,4891,0,36453,0,11803,14489,11738,14212,16970,10332,13678,15902,12835,9420,0,0,0,0,13806,0,6386,5461,6698,931,329,0,12342,6529,0,0,N,N,N
OR11H12,0,390,2560,0,3227,0,12494,3949,5362,9319,13876,8171,7119,7151,5316,2078,0,0,7812,0,9688,0,0,0,0,0,0,0,17791,7539,0,9362,N,N,N
OR4N2,0,0,1433,0,2088,0,11951,720,895,3211,3307,3608,2019,611,1716,627,0,3204,1510,0,1724,356,0,0,0,0,0,0,425,885,0,1915,N,N,N
OR4K15,0,0,1738,0,1647,0,2542,2688,1972,3512,3991,4799,2782,1149,2853,1414,0,0,27,0,202,707,0,0,0,0,0,0,888,2354,0,12162,N,N,N
OR4L1,0,356,2003,0,1090,0,12346,2967,2104,7731,4617,5651,5668,1745,4207,502,0,3635,4097,0,13800,744,0,0,0,0,0,0,4073,1304,0,8579,N,N,N
OR4K17,0,0,1739,0,7562,0,4800,3184,2206,3524,3980,4500,3552,1167,2834,889,0,4630,0,0,1730,619,0,0,0,0,0,0,5564,3059,0,0,N,N,N
OR4N5,0,0,1521,0,1956,0,12378,3181,2204,3820,3510,3913,2487,774,2002,208,0,133,2295,0,12067,480,0,0,0,0,0,0,626,754,0,1740,N,N,Y
TTC5,545,0,3241,0,23512,0,8441,4635,458,7133,13894,126,4371,7169,4751,9143,0,0,4577,0,1731,0,2083,1633,0,0,0,0,7551,6020,0,6802,N,N,Y
SLC39A2,0,0,4260,0,17692,0,10004,11864,10421,8741,8453,11467,9061,4732,6979,22210,0,0,4480,0,4924,0,0,0,0,0,0,0,19233,9232,0,6747,N,N,N
ARHGEF40,0,0,0,0,0,0,10260,10404,10297,9703,11767,13380,11920,9568,10949,9375,0,0,0,0,13813,0,5198,0,6023,0,0,0,16856,7946,0,8707,N,N,N
SUPT16H,0,0,9059,0,64635,0,9459,14240,11026,5597,3356,354,3463,6232,5718,22885,0,0,0,0,1825,0,6033,4527,0,0,0,0,5189,0,0,0,N,N,Y
RBM23,0,0,6276,0,25952,0,11539,14289,12453,14058,10626,11631,14872,11634,12297,13371,0,0,4398,0,1727,0,2731,1888,4925,0,0,0,19248,13121,0,10826,N,N,N
PRMT5,0,0,1603,0,5126,0,5148,10200,1576,6339,122,184,6264,4616,2147,13259,0,0,6299,0,13010,1229,2339,1966,7113,0,0,0,16709,10075,0,113,N,N,Y
MYH6,0,0,209,0,1598,127,29,336,12612,22,4785,11,155,317,275,794,145,3013,0,68,0,63,0,0,3000,0,0,888,551,218,0,7341,N,N,Y
RNF31,0,0,822,0,19272,0,1870,1161,3476,2941,7452,3043,1886,2199,2093,7286,0,1025,8733,0,9863,0,1008,779,3342,0,0,0,7701,2382,0,9211,N,N,N
REC8,0,0,7748,0,41275,0,7391,8936,13446,8363,2139,1165,7555,4245,1701,13391,0,0,0,0,0,1165,0,0,6331,0,0,337,18330,13426,0,10492,N,N,Y
DHRS1,0,0,0,0,61273,0,11598,14437,12057,13869,11122,15388,11340,10176,14191,16020,0,0,0,0,1828,0,5300,0,0,0,0,0,12501,14076,0,0,N,N,N
