genenames,CHASM,DawnRank,EntroRank,Intdriver,MA,MCGfinder,MaxMIF_HumanNet,MaxMIF_Influencegraph,MaxMIF_STRINGv10,Muf_max_HumanNet,Muf_max_STRINGv10,Muf_max_influencegraph,Muf_sum_HumanNet,Muf_sum_STRINGv10,Muf_sum_influencegraph,Music,NMTF,OncodriveClust,OncodriveFM,RME,SIFT,Subdyquency,Unicovex_PPR,Unicovex_influencegraph,activedriver,dendrix_frequency,dendrix_weight,diffusion,dndscv,dotsfinder,drivernet,polyphen-2,ncg_6,cgc,ccgs
NRN1,0,0,5825,0,25144,0,10760,12306,10855,12014,4870,10618,9595,5547,11699,3813,0,0,0,0,7078,0,0,0,0,0,0,0,14680,10681,0,5616,N,N,N
COL9A1,0,0,7599,0,17140,0,5158,7211,3766,6760,15786,3333,6657,11895,5365,8760,0,4244,4092,0,9708,1711,0,0,0,0,0,397,14977,6848,0,9805,N,N,N
BACH2,0,0,6908,0,264,0,3553,11205,7909,1583,3165,4867,2534,6934,5969,5458,0,210,5800,0,2820,1608,3369,2880,5381,0,0,0,15835,4030,0,1757,N,N,Y
GPER,0,0,3866,0,33503,0,13493,13493,13493,15131,2711,10647,16578,13084,14892,5777,0,0,0,0,0,0,0,0,0,0,0,0,0,9537,0,0,N,N,N
IGF2BP3,0,0,4757,0,44295,0,10472,12318,6032,12172,1499,11658,9467,7536,11287,11196,0,4297,0,0,13047,0,5935,4322,0,0,0,0,2844,11803,0,0,N,N,N
PPP1R17,0,0,6996,0,0,0,9798,12298,10852,10801,8425,8082,2186,13447,11490,6016,0,0,0,0,4909,0,0,0,0,0,0,0,17034,12163,0,4782,N,N,Y
HUS1,0,0,7999,0,2825,0,4292,9550,3539,3612,1619,209,7080,7505,4205,5416,0,0,7408,0,12205,0,3344,2584,5382,0,0,0,4926,8084,0,189,N,N,Y
GBAS,0,0,0,0,3506,0,13663,13663,13663,15045,8833,0,15230,12863,0,10968,0,0,0,0,0,0,5851,0,5383,0,0,0,15210,11472,0,0,N,N,N
TECPR1,0,0,0,0,6786,0,9609,6311,9143,6986,10196,10492,6224,4483,5065,9639,0,0,0,0,0,0,0,0,5385,0,0,0,8476,4790,0,1208,N,N,N
PTK2B,0,0,8376,0,17477,0,5665,12296,2118,3636,426,310,3670,2939,1231,12067,0,0,2570,0,3189,2113,4870,5063,5959,0,0,578,13862,7469,0,5217,N,N,Y
CRISPLD1,0,0,0,0,958,0,8977,12330,11616,8961,13598,14341,4046,9260,12769,10558,0,0,2194,0,7313,0,0,0,5387,0,0,0,14093,7102,0,8731,N,N,N
NR5A1,0,0,8408,0,44314,0,8146,12307,8037,7662,4411,2638,3834,6526,3589,19625,0,0,0,0,3154,0,5312,4717,0,0,0,0,5568,13403,0,0,N,N,Y
ALDH1B1,327,0,0,0,32290,0,4819,8246,829,4925,619,13518,2767,4237,10056,9919,0,0,0,0,2852,0,0,0,5389,0,0,0,4075,6468,0,0,N,N,N
SMC5,0,0,6940,0,22902,0,8458,12290,10056,8302,8795,3393,11073,6267,8151,4565,0,0,3349,0,5903,0,5672,5023,5390,0,0,0,3326,5899,0,5589,N,N,Y
DCX,0,0,3270,0,32330,0,5893,6292,2186,4343,1566,7864,4240,1603,4540,2322,0,4956,0,0,0,0,1646,1502,5391,0,0,0,1685,4079,0,10282,N,N,Y
PLCXD1,0,0,0,0,44315,0,8700,12300,10369,6368,16512,15449,6960,14837,13789,7213,0,0,8044,0,13062,0,0,0,0,0,0,0,3780,6049,0,1916,N,N,N
GAGE12H,0,0,0,0,0,0,12969,12322,13034,15827,16588,13861,14688,14913,12345,1532,0,0,0,0,6798,0,0,0,0,0,0,0,3558,9404,0,0,N,N,N
MIR125B1,0,0,0,0,0,0,12966,12308,13032,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
CREB1,0,0,8459,0,44328,0,3823,12331,1761,1225,16625,2496,8337,14950,78,3236,0,0,0,0,13042,1367,4758,3875,0,0,0,100,1033,11118,0,0,N,N,Y
C1orf127,0,0,0,0,26305,0,12055,6733,9314,0,0,0,0,0,0,10218,0,3775,0,0,3144,0,0,0,0,0,0,0,12780,11536,0,0,N,N,N
SDF4,0,0,3898,0,9655,0,5449,3292,1222,6695,1462,9046,7376,4808,6552,5081,0,0,6008,0,6575,0,2808,2308,5393,0,0,0,4297,8240,0,8268,N,N,Y
PLOD1,0,0,5746,0,3653,0,8143,9999,3099,10810,1405,5635,6824,6978,5352,8290,0,0,0,0,0,0,0,0,4625,0,0,0,5423,4264,0,8865,N,N,Y
MUC1,0,0,7618,0,44341,0,2719,7206,12436,1939,217,2165,2161,3170,1603,19364,0,0,0,0,0,0,4264,3374,0,0,0,0,5811,14164,0,0,N,N,Y
PRDX6,0,0,5661,0,34942,0,5213,9998,6571,5522,3080,9197,8593,5331,11372,12019,0,0,0,0,7748,0,5137,5147,5394,941,1007,0,13886,12090,0,2603,N,N,N
LIN9,0,0,2170,0,5393,0,3472,5686,5008,3779,7308,4617,3669,6246,4533,7191,0,2091,0,0,3139,0,2187,1866,6189,0,0,0,8752,3821,0,0,N,N,N
NT5C1A,0,0,0,0,19593,0,8791,10000,8403,12872,8391,13653,13906,8159,12152,11729,0,0,1850,0,3136,0,5351,0,0,90,1425,0,19449,10221,0,4901,N,N,N
FOXE3,0,0,0,0,22046,0,10413,10013,7483,14407,9464,15429,12910,6260,13770,5887,0,0,7037,0,8276,0,0,0,0,0,0,0,18405,9637,0,9281,N,N,N
USP6NL,0,0,6530,0,16587,0,7193,6924,5342,10770,3853,4020,7247,4903,8226,2261,0,1798,0,0,6701,0,3514,2986,392,0,0,0,5349,2750,0,0,N,N,N
CASP1,0,0,2073,0,8221,0,265,8262,579,129,232,208,4182,1713,3502,5690,0,0,2074,0,11005,0,3470,2709,5397,0,0,0,8196,7543,0,2256,N,N,N
SLC37A4,0,0,0,0,4012,0,7117,9995,12748,0,0,0,0,0,0,12398,0,0,0,0,0,0,0,0,0,0,0,0,17660,0,0,157,N,N,N
C1QTNF5,0,0,0,0,0,0,9987,10019,12752,14319,13124,13664,13913,13598,12162,10211,0,0,0,0,0,0,0,0,0,0,0,0,13482,0,0,0,N,N,N
EI24,0,0,4758,0,44350,0,246,10015,4415,0,0,0,0,0,0,10756,0,0,0,0,13057,0,6742,4813,0,0,0,0,3020,11737,0,0,N,N,N
OR4S1,0,0,2436,0,44636,0,8457,4692,3125,5954,6690,7505,1248,3781,6364,1984,0,0,0,0,3331,0,0,0,0,0,0,0,1110,6841,0,0,N,N,N
HBD,0,0,3802,0,1422,0,12408,9008,12642,10335,2445,10358,11136,3584,8271,3998,0,0,2503,0,3162,0,3213,2640,6791,0,0,0,4087,5153,0,4910,N,N,N
RPLP0P2,0,0,0,0,0,0,12554,9997,12749,0,0,0,0,0,0,5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
EIF4B,0,0,1619,0,8432,0,1700,5078,3200,2714,2564,3884,6301,5407,4352,8871,0,4218,2561,0,7999,0,2986,2367,5399,0,0,0,13717,8454,0,3076,N,N,N
LGR5,0,0,5481,0,33014,0,10156,10006,3330,12604,1493,5664,10069,3039,8659,9123,0,0,5634,0,9361,0,0,0,5400,0,0,0,16235,7987,0,4623,N,N,N
EPB42,0,0,4759,0,5935,0,4648,6585,5085,5757,15623,7446,9158,11733,8674,8085,0,1463,0,0,0,0,3075,2391,5401,0,0,0,8358,4661,0,426,N,N,N
LACTB,0,0,0,0,8779,0,9637,10007,10463,11672,9551,14813,10725,11994,13206,11364,0,0,0,0,11873,0,5656,0,435,0,0,0,19295,10591,0,761,N,N,N
CORO1A,0,0,3695,0,11367,0,2942,7891,6753,3610,5274,5088,1847,4003,3912,8762,0,0,6939,0,10967,0,3937,2320,5404,0,0,0,7883,6805,0,8838,N,N,N
FAM100A,0,0,0,0,44357,0,13544,13544,13544,0,0,0,0,0,0,15419,0,0,0,0,0,0,6584,0,0,0,0,0,0,0,0,0,N,N,N
NKIRAS2,0,0,0,0,10761,0,9935,6314,8064,12788,10433,12530,11051,9283,9306,5374,0,0,6329,0,10470,0,4356,0,5406,0,0,0,2486,6431,0,7728,N,N,Y
CERS1,0,0,7165,0,0,0,8461,10018,12751,12379,2834,3281,13347,9178,8006,5021,0,0,0,0,0,0,4543,4157,0,0,0,0,16302,0,0,6368,N,N,N
ZNF254,0,0,6307,0,2101,0,7145,7911,8410,7437,12014,5060,10336,6054,8960,8450,0,2652,1273,0,6931,0,0,0,5408,0,0,0,6261,2825,0,2207,N,N,N
HSD17B14,0,0,0,0,22132,0,9443,10010,9103,11756,9115,14832,11007,10513,13224,3530,0,0,0,0,8170,0,6138,0,0,869,928,0,14868,11503,0,5940,N,N,N
ZFP28,668,0,4760,0,17156,0,8149,9988,9487,9468,11540,12360,12601,8034,11820,9780,0,0,7688,0,8463,0,5205,4108,5410,0,0,0,12206,6073,0,8953,N,N,N
IL1B,0,0,6386,0,6292,0,6601,10008,2663,10906,1275,1044,7474,1459,4614,11206,0,0,0,0,10368,0,5900,4414,0,0,0,0,15937,11294,0,7384,N,N,Y
OSGEPL1,0,0,0,0,7137,0,8259,4486,9154,7741,10870,10620,4441,4244,5112,1375,0,0,2278,0,8327,0,0,0,0,0,0,0,332,2783,0,3622,N,N,N
ALS2CR8,0,0,0,0,16760,0,13546,13546,13546,1557,13233,0,15122,16558,0,8522,0,0,0,0,0,0,5558,0,0,0,0,0,0,6683,0,0,N,N,N
PLEK,0,0,3882,0,1483,0,1611,4587,582,2330,735,7396,1545,421,4543,5959,0,0,5653,0,9859,0,1324,1265,5411,0,0,0,14304,8368,0,346,N,N,Y
TRABD2A,0,0,0,0,0,0,12552,9990,10453,0,13237,0,0,16921,0,6927,0,0,0,0,6646,0,0,0,0,0,0,0,14605,6587,0,0,N,N,N
RIMS4,0,0,0,0,8427,0,10435,5564,8398,12215,15807,13485,10876,11916,10033,2277,0,1101,937,0,3217,0,0,0,6556,0,0,0,5645,3654,0,3048,N,N,N
GRK4,0,0,4761,0,44378,0,4114,10011,9429,9389,11733,3344,12275,11095,3434,16176,0,0,0,0,3233,0,0,0,0,0,0,0,4706,14388,0,0,N,N,N
STX18,0,0,2312,0,4297,0,8201,4898,5646,11373,8980,3564,11121,7686,5313,3126,0,0,4304,0,3187,749,3239,3177,6907,514,1219,0,10670,8148,0,6842,N,N,N
SERAC1,0,0,0,0,7961,0,11809,4791,9783,11010,11881,11237,8746,6018,6750,9497,0,0,3225,0,6930,0,0,0,5412,0,0,0,10052,4391,0,4679,N,N,N
MOCS1,0,0,0,0,44393,0,6050,10002,7557,2032,6190,15235,5998,8333,13593,11560,0,0,0,0,3230,0,0,0,0,24,1679,0,17153,12564,0,0,N,N,Y
CYCS,0,0,7940,0,44395,0,358,10017,3438,118,16176,1664,4550,14501,5549,14873,0,0,0,0,3244,0,6381,3757,0,0,0,0,16590,13437,0,0,N,N,N
NCF1B,0,0,0,0,0,0,12555,10001,12750,0,0,0,0,0,0,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
FZD6,0,0,1801,0,4472,0,7850,8510,2816,7167,2886,4032,7409,5067,5729,8960,0,0,4651,0,8086,1862,0,0,4647,468,1297,280,16766,6449,0,9104,N,N,Y
SLC39A4,0,0,0,0,11368,0,10354,9994,9959,14845,11451,15383,13897,10903,13728,9540,0,0,7447,0,10844,0,0,0,5415,0,0,0,12246,6708,0,1117,N,N,N
ZNF182,0,0,0,0,25790,0,5383,9987,12746,10670,13004,15398,13227,10498,13742,2311,0,0,0,0,0,0,0,0,4649,1295,1609,0,13464,6744,0,0,N,N,N
PCDH19,0,0,0,0,11309,0,11024,4155,4115,12894,6084,12984,11132,5583,9649,3165,0,1286,0,0,10738,0,0,0,5416,0,0,0,4588,4535,0,0,N,N,N
MTHFD1,0,0,3005,0,6937,0,4183,7234,12438,5156,15495,10724,3188,11605,7547,4224,0,0,0,0,13056,0,0,0,6317,0,0,0,3319,5907,0,0,N,N,Y
PET112,0,0,0,0,0,0,13543,13543,13543,14665,13171,0,13358,12606,0,3062,0,0,0,0,0,0,0,0,0,0,0,0,1234,8925,0,0,N,N,N
NCAPG,0,0,6673,0,8591,0,2617,7453,6214,3467,7054,6006,9111,6080,6036,7203,0,4477,6713,0,8962,0,0,0,4622,1407,588,0,3822,5099,0,9556,N,N,N
ACO1,283,0,0,0,1264,0,1968,2361,3408,2256,12722,8871,2275,4519,3623,1707,0,1085,736,0,13061,0,981,0,5640,0,0,0,447,1465,0,466,Y,N,N
HSD3B2,0,0,3944,0,16177,0,8076,7618,5824,10450,4483,8506,9809,5423,8670,11159,0,0,4937,0,6379,0,0,0,0,0,0,0,13918,5820,0,9860,N,N,N
THEM5,0,0,0,0,15230,0,6177,4296,9632,8011,12630,10965,7198,7407,6597,1079,0,3155,6172,0,7859,0,2681,0,0,0,0,0,2845,3964,0,5927,N,N,N
FCRL6,0,0,0,0,30223,0,12628,10421,11321,15936,16738,14467,14798,15063,12888,10905,0,0,0,0,5356,0,0,0,5417,0,0,0,18912,10428,0,3821,N,N,N
EPRS,0,0,2909,0,271,0,2513,5488,3382,2193,2567,5463,3684,791,4073,8891,0,0,275,0,198,0,3090,2416,5418,0,0,0,12882,8102,0,10335,N,N,N
TAS1R1,0,0,5736,0,4832,0,6394,5933,8288,7430,11892,9138,8007,6287,7925,3896,0,0,5163,0,3150,0,0,0,0,0,0,0,3162,7302,0,1191,N,N,N
ACBD5,0,0,0,0,9753,0,10660,6466,7229,12136,8752,12875,10879,9567,9568,8483,0,4944,0,0,8186,0,0,0,5419,0,0,0,9219,5885,0,0,N,N,N
ASAH2,0,0,5456,0,6032,0,9888,10431,9402,14625,16461,2742,13471,14786,11953,3663,0,0,0,0,8821,0,0,0,0,0,0,0,18259,10701,0,1896,N,N,N
LRRC56,310,0,0,0,7627,0,10252,9458,9800,10755,7224,12378,10125,4927,9184,5231,0,0,4166,0,5355,0,0,0,5420,0,0,0,4484,4600,0,4073,N,N,N
OR5M11,0,0,7395,0,20822,0,12625,10411,6227,15916,7794,9255,14778,7344,11775,6230,0,4500,5172,0,3238,0,0,0,0,0,0,0,9589,13026,0,1662,N,N,N
ITGB7,0,0,8491,0,14007,0,4202,8754,4909,3924,4784,1403,168,3748,656,11250,0,0,5910,0,9559,1873,3069,2725,5423,0,0,0,17786,10635,0,6930,Y,N,N
TMBIM4,0,0,3317,0,31496,0,5969,6597,9917,8323,15358,7456,4300,11468,8498,2610,0,0,773,0,3242,0,0,0,0,0,0,0,1051,4813,0,2519,N,N,Y
CD69,0,0,4762,0,16987,0,8033,10429,4275,4388,1786,10029,2985,5132,11927,6153,0,0,0,0,10047,0,4699,4221,0,0,0,0,12665,9604,0,6043,N,N,N
DGKH,0,0,3736,0,7857,0,1516,3465,4010,2632,6054,3350,4568,4425,5492,7091,0,1794,6315,0,9583,0,0,0,5425,0,0,0,8163,3360,0,1246,N,N,Y
CLN5,0,0,0,0,44429,0,7318,10428,8944,11246,16063,13621,13392,14388,12121,14617,0,0,0,0,3146,0,0,0,0,1203,1035,0,7875,14023,0,0,N,N,N
EDNRB,0,0,2515,0,14482,0,5485,6862,1825,8940,2136,4106,5917,2642,7349,8862,0,0,3480,0,5354,1653,0,0,5426,0,0,646,5328,3801,0,3809,N,N,Y
ATP6V0C,0,0,7335,0,44433,0,7726,10430,8550,8335,10942,5696,5908,10766,8359,13557,0,0,0,0,3252,0,5244,3821,0,279,1737,0,13848,13749,0,0,N,N,N
DOC2A,0,0,4763,0,30224,0,7579,10425,8630,9687,9932,6878,11807,9708,11182,10703,0,0,0,0,645,0,6222,5055,0,0,0,0,18976,9431,0,2911,N,N,N
SETD6,0,0,5662,0,12287,0,10401,10407,9910,14442,16655,11273,13877,14980,11906,5266,0,0,5483,0,8233,0,0,0,0,1170,236,0,7747,8177,0,5964,N,N,N
VAT1,0,0,0,0,8828,0,9193,10401,8246,14030,8905,14366,12295,11239,12791,3473,0,0,6185,0,8462,0,0,0,5427,0,0,0,2923,6546,0,8526,N,N,N
RPS6KB1,0,0,420,0,14040,0,2325,4556,587,2392,772,791,1535,509,413,7209,0,0,2457,0,3250,1139,1512,1211,6032,0,0,0,5926,4992,0,4917,N,N,Y
ST8SIA5,0,0,0,0,1571,0,5799,2951,6175,5644,9870,10089,1415,4223,4908,7886,0,3031,7566,0,11678,0,1664,0,0,0,0,0,3981,3391,0,118,N,N,N
MYADM,0,0,0,0,9186,0,7720,5529,8419,8220,11310,12103,6772,7061,7237,8226,0,1467,6136,0,10046,0,2413,0,5429,0,0,0,4045,4211,0,8981,N,N,N
ZNF581,0,0,7166,0,6221,0,11146,10399,9712,15363,13003,8791,12802,10446,10923,4628,0,0,0,0,7907,0,4528,4051,0,0,0,0,11019,8761,0,9633,N,N,N
GYPC,0,0,3778,0,5554,0,5067,7068,7709,8883,10282,12047,7857,8649,8982,3768,0,0,3854,0,3235,0,0,0,6083,1348,645,0,15170,10584,0,321,N,N,Y
DQX1,0,0,0,0,20075,0,2801,1673,11886,8044,15322,12381,6711,11432,9187,8849,0,0,4197,0,5032,0,0,0,0,0,0,0,16179,7021,0,4235,N,N,N
SNRPB2,0,0,345,0,15492,0,3214,6206,5620,3865,8010,5144,4291,4736,4106,12464,0,0,1632,0,3225,1677,2642,2004,5502,562,1379,592,17310,9123,0,3136,N,N,N
BMP7,0,0,1423,0,4657,0,2156,4320,1709,3547,1608,1971,1196,1096,3195,2154,0,0,3433,0,9244,0,1786,1461,0,0,0,0,820,3629,0,4399,N,N,N
CBLB,0,0,8440,0,6884,0,1263,6805,2073,1640,5464,928,6035,7493,4102,8686,0,0,4491,0,3220,2079,3474,2692,5888,0,0,503,14753,7811,0,834,N,N,Y
CCDC54,0,0,0,0,32301,0,12238,7961,7809,13370,8351,12736,11461,7210,9454,10383,0,0,442,0,318,0,0,0,5431,0,0,0,16978,10696,0,2675,N,N,N
LRRC58,0,0,0,0,44452,0,12627,10415,8028,15965,7861,14609,14827,8602,13015,4199,0,0,0,0,3199,0,0,0,0,0,0,0,1915,10284,0,0,N,N,N
ASTE1,0,0,0,0,11941,0,5856,6028,7271,4589,9690,11468,5298,7466,6876,2438,0,384,4090,0,7205,0,2210,0,0,0,0,0,1004,2011,0,4361,N,N,Y
TM4SF4,0,0,0,0,2304,0,10811,10404,9169,14545,16317,14627,14124,14642,13031,22950,0,0,3879,0,3226,0,6262,0,0,474,373,0,17261,9495,0,617,N,N,N
ELP6,0,0,4764,62,0,0,12629,10423,8705,15655,9470,8439,14515,12488,8098,10774,0,0,0,0,10708,0,0,0,0,0,0,0,14061,8833,0,805,N,N,N
ADH1A,0,0,5926,0,29601,0,6998,10437,7558,10017,9131,5283,10616,8296,3051,9884,0,0,0,0,5372,0,0,0,5434,1589,510,0,19125,10711,0,0,N,N,N
LEF1,0,0,8474,0,7239,0,1283,10416,2466,484,1132,2655,4877,1369,1294,11379,0,0,6586,0,10471,0,5623,4561,524,150,1023,0,10186,6712,0,2044,Y,N,Y
FAM175A,0,0,7247,0,28762,0,13362,13281,13362,0,4068,0,0,15779,0,10852,0,0,0,0,0,0,2921,2355,5435,377,676,0,18402,10575,0,0,N,N,Y
MAPK10,0,0,7820,0,22434,0,325,8174,573,196,15541,227,2445,11651,1034,9159,0,0,6750,0,11358,461,4042,3470,5436,0,0,323,7363,4131,0,5436,N,N,Y
WNT8A,0,0,2081,0,26659,0,5483,6860,3497,9737,4311,4735,6521,5934,5880,23839,0,4739,568,0,3170,1413,0,0,0,0,0,0,4286,9128,0,2510,N,N,N
ANKRD55,0,0,0,0,28763,0,9665,10435,10826,13735,11594,14987,12914,7896,13371,9967,0,0,0,0,5544,0,5135,0,0,0,0,0,18080,10529,0,0,N,N,N
FUT9,0,0,0,0,670,0,11737,4254,5602,6843,6774,9053,4722,2800,3665,78,0,2042,1187,0,6300,0,0,0,5437,0,0,0,3062,535,0,3457,N,N,N
PARP12,0,0,0,0,5359,0,4659,6861,8251,3602,10321,12132,4521,9321,9003,6933,0,0,7289,0,12319,0,0,0,4672,0,0,0,2101,2527,0,1784,N,N,N
7-Sep,0,0,7001,0,0,0,0,0,0,0,0,0,0,0,0,21851,0,0,0,0,3246,0,5561,4904,0,0,0,0,6344,0,0,0,N,N,Y
GNG11,0,0,8010,0,44471,0,5638,10419,3801,5875,16531,976,10087,14856,2361,2206,0,0,0,0,8105,1830,5632,5127,0,0,0,0,6241,9214,0,8339,N,N,N
SLC46A2,0,0,0,0,23619,0,9192,10405,10752,11381,8970,13989,9672,12963,12454,12409,0,0,0,0,8006,0,0,0,0,0,0,0,19556,12361,0,5185,N,N,N
WDR5,0,0,7535,0,31157,0,7101,10400,1155,9651,540,2737,3926,2136,1662,6690,0,0,545,0,13055,0,5456,4131,7172,0,0,0,4247,7585,0,10432,N,N,N
ANKRD18A,0,0,0,0,0,0,10973,10436,10827,15181,11586,14275,13561,8077,12711,2467,0,0,0,0,9774,0,0,0,5438,947,1127,0,12812,11353,0,7987,N,N,N
MIR891A,0,0,0,0,0,0,12626,10414,12805,0,0,0,0,0,0,2149,0,0,0,0,0,0,0,0,0,799,308,0,0,0,0,0,N,N,N
AKAP4,0,0,3553,0,19576,0,4021,8029,6662,4860,9406,10616,5448,8120,5700,2161,0,499,4579,0,4968,0,2037,1823,860,0,0,0,8044,1604,0,6241,N,N,Y
KDM5C,0,0,2695,0,904,0,4853,7960,8080,6611,6420,8319,8314,2545,6256,6840,0,0,4342,0,10137,0,0,0,5989,0,0,0,5519,5418,0,589,Y,N,Y
GNAT2,0,0,7174,0,28202,0,5247,10860,7738,5663,3473,4588,3826,2780,2359,11025,0,0,0,0,6510,0,0,0,0,0,0,0,18880,9987,0,6681,N,N,N
ANGPTL7,0,0,0,0,44489,0,10239,10882,9478,11308,6261,15405,12243,10762,13748,9949,0,0,0,0,13059,0,0,0,0,0,0,0,2284,11413,0,0,N,N,N
CA14,0,0,0,0,27448,0,12464,9359,9972,13297,12154,12139,11387,9328,9009,10319,0,0,1367,0,3209,0,0,0,6948,0,0,0,8601,7312,0,10833,N,N,N
ATP6V1G3,0,0,7263,0,16593,0,9583,10880,8945,12668,11091,7300,13252,10528,8471,4914,0,0,0,0,6417,0,0,0,0,1044,1338,0,10772,11559,0,5938,N,N,N
C4BPA,0,0,7058,0,11744,0,4619,10876,8654,2289,7936,7785,4682,9565,5708,10264,0,0,0,0,9845,0,5502,4053,0,0,0,0,14387,12033,0,9858,N,N,N
MTR,0,0,2705,0,2043,0,1911,1922,1815,2503,2364,7114,2141,2665,1538,7804,0,0,225,0,282,0,0,0,5440,0,0,0,2694,3339,0,2697,N,N,N
NFYC,0,0,7770,0,11671,0,5038,10853,1144,11545,16392,316,10299,14717,5721,5301,0,0,0,0,8768,0,4586,4700,0,977,1429,0,5419,7536,0,0,N,N,Y
KDM4A,0,0,7939,0,18011,0,4150,7575,1124,5814,864,2327,5250,6635,7259,8165,0,0,6436,0,6170,0,4386,2349,5441,202,1453,0,7470,4493,0,8097,N,N,N
RPS8,0,0,7976,0,44492,0,3633,10841,5275,2007,4312,4378,1819,8123,5664,21682,0,0,0,0,3156,1851,5604,4897,0,0,0,0,10187,14149,0,0,N,N,N
DNAJC6,0,0,8214,0,32539,0,9865,10866,4050,11989,3019,1578,7926,1633,5389,8842,0,0,2001,0,13054,0,0,0,5999,0,0,0,6368,5668,0,4046,N,N,N
DNTTIP2,0,0,2556,0,13661,0,4786,5765,6003,5590,14766,7175,3622,8991,5918,8844,0,0,3297,0,6319,0,0,0,5442,0,0,0,16453,6090,0,4526,N,N,N
SMC3,0,0,569,0,2336,0,1688,4608,1573,2481,2285,828,764,1519,236,1960,0,1954,1569,0,3176,294,2589,1626,210,0,0,70,2686,2022,0,2098,Y,N,Y
HERC4,0,0,0,0,181,0,10284,10053,7708,10464,7883,13548,3947,2805,10078,16316,0,4543,3860,0,3185,0,0,0,0,0,0,0,10195,12438,0,1019,N,N,N
IFIT1B,0,0,4765,0,25152,0,10033,10858,9642,12360,8974,11278,10516,3489,11381,11186,0,0,0,0,4359,0,0,0,0,0,0,0,19416,12225,0,10527,N,N,Y
ACER3,0,0,5411,0,44501,0,9065,10884,9542,12259,16718,11430,7215,15043,10839,9858,0,0,0,0,0,0,0,0,0,0,0,0,3275,10073,0,0,N,N,N
TRIAP1,0,0,6519,0,44506,0,11072,10835,1028,15149,123,5315,14244,12871,10891,23404,0,0,0,0,3245,0,0,0,0,0,0,0,14880,14377,0,0,N,N,N
RASSF8,0,0,0,0,44504,0,8322,10845,9397,8952,16181,14149,7595,14506,12594,3056,0,0,0,0,3194,0,6265,0,0,0,0,0,898,9963,0,0,N,N,N
DDX23,0,0,7886,0,31563,0,5459,10867,8502,7039,9904,6098,9307,9057,7691,10648,0,0,2077,0,3138,1813,0,0,477,0,0,0,13629,8995,0,5457,N,N,N
GNB5,0,0,8105,0,22435,0,3668,10859,4196,2877,5615,978,3323,10448,1540,11027,0,0,0,0,6742,0,5608,5123,0,0,0,0,16704,11509,0,4550,N,N,N
LMAN1L,0,0,0,0,44510,0,12694,10855,7906,15704,4804,14875,14564,10415,13264,17551,0,0,0,0,3152,0,0,0,0,0,0,0,4861,13421,0,0,N,N,N
FURIN,0,0,6523,0,1856,0,1503,10863,2769,486,1694,884,1714,350,741,10947,0,3998,0,0,9245,0,5743,5115,5446,0,0,0,17586,10627,0,364,N,N,Y
SLC5A2,618,0,0,0,13770,0,4282,4009,5138,5698,8136,12069,7001,5028,7218,4426,0,2430,586,0,439,0,0,0,0,0,0,0,5214,5243,0,2604,N,N,N
FAM18B1,0,0,0,0,0,0,13587,13587,13587,0,0,0,0,0,0,10856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
HOOK2,0,0,6515,0,5546,0,9936,9358,8058,10698,6949,7082,8072,6207,4620,9029,0,0,6721,0,11864,0,3207,2558,5447,0,0,0,12242,7993,0,1573,N,N,N
RDH13,0,0,0,0,44525,0,8635,10842,9668,13170,8087,13933,7118,8433,12405,20635,0,0,0,0,3222,0,6749,0,0,0,0,0,8993,13946,0,0,N,N,N
TTL,0,0,0,0,10434,0,6090,9659,6651,7498,15562,12200,6776,11672,9051,4478,0,0,2599,0,3224,0,0,0,6462,417,304,0,8350,11985,0,7158,N,N,Y
FAP,0,0,6506,0,26688,0,4243,10865,9115,2600,7106,3617,5007,8553,10675,8925,0,0,201,0,233,0,0,0,0,0,0,0,11185,4369,0,10455,N,N,N
KCNS3,0,0,2214,0,2869,0,4122,3213,3088,5556,5361,6461,6205,2943,4263,6734,0,2464,3131,0,11500,0,0,0,0,0,0,0,17217,5286,0,8377,N,N,N
NOP58,0,0,6884,0,33028,0,4679,10851,7771,3425,7872,4787,5859,6631,5375,9248,0,0,3265,0,13069,0,0,0,7150,0,0,230,5246,6810,0,5695,Y,N,N
UGT1A10,0,0,5630,0,16838,0,6734,10831,7877,6166,5316,9813,11939,11110,10547,7135,0,0,0,0,7556,0,0,0,5448,0,0,0,8920,0,0,0,N,N,N
STRN,0,0,6191,0,3950,0,7319,7944,4861,9108,5938,5063,10711,7913,7863,9600,0,4564,3808,0,7523,0,3229,3183,5449,0,0,0,14335,5661,0,4950,N,N,N
SNX5,0,0,4766,0,5348,0,6586,10839,8730,8252,4277,12292,11894,9821,11496,12473,0,0,2732,0,3249,0,5593,5046,7222,0,0,0,18415,10657,0,10212,N,N,N
ACSS1,0,0,3909,0,4842,0,7867,2218,2291,4957,5167,6083,2796,2129,2818,7625,0,0,2719,0,12966,0,1016,725,0,0,0,0,1146,1625,0,5418,N,N,N
