"genenames","CHASM","DawnRank","EntroRank","Intdriver","MA","MCGfinder","MaxMIF_HumanNet","MaxMIF_Influencegraph","MaxMIF_STRINGv10","Muf_max_HumanNet","Muf_max_STRINGv10","Muf_max_influencegraph","Muf_sum_HumanNet","Muf_sum_STRINGv10","Muf_sum_influencegraph","Music","NMTF","OncodriveClust","OncodriveFM","SIFT","Subdyquency","Unicovex_PPR","Unicovex_influnecegraph","activedriver","dendrix_frequency","dendrix_weight","diffusion","dndscv","dotsfinder","drivernet","polyphen-2","ncg_6","cgc","ccgs"
"CCL11",10143,0,4997,0,22642,0,7314,6156,3588,10609,4490,4988,9773,6604,6404,3643,0,0,0,6441,0,3620,3000,0,0,0,0,8942,10237,0,5410,"N","N","Y"
"KRTAP4-3",12010,0,0,0,22653,0,9459,6141,5382,13260,12897,11791,11345,9668,9035,16570,0,0,0,2252,0,0,0,0,0,0,0,13988,13296,0,0,"N","N","N"
"GAS7",4627,0,3182,0,6065,0,1727,6147,4935,1907,15330,7264,1813,11177,8466,10289,0,0,0,5629,0,4638,3673,3779,0,0,0,18472,8499,0,9111,"N","N","Y"
"KRI1",7812,0,0,0,6202,0,1210,2788,3556,2593,7474,11696,4440,4374,6267,10629,0,0,3226,7408,0,1994,0,3780,0,0,0,17840,10401,0,5112,"N","N","N"
"MPHOSPH10",8690,0,6279,0,9406,0,1982,6139,4381,3042,7271,4144,6612,6285,6533,8778,0,0,3009,4874,0,4497,3215,3781,0,0,0,12317,6187,0,7142,"N","N","N"
"ZNF295",0,0,0,0,22668,0,10305,10216,10308,0,0,0,0,0,0,12127,0,0,0,0,0,2616,0,0,0,0,0,0,0,0,0,"N","N","N"
"EPHA3",1438,0,1073,0,6766,0,3785,4986,827,2775,722,3612,2517,675,3843,7341,130,444,4682,8403,428,1659,1491,2799,0,0,274,2753,1809,0,8252,"Y","N","Y"
"SLC25A31",12012,0,3183,0,22664,0,5195,6129,5787,8882,9738,8978,8260,5859,8162,21822,0,0,0,2212,0,0,0,0,0,0,0,5738,12747,0,0,"N","N","N"
"MLL5",0,0,0,0,14982,0,10241,10152,10244,16332,868,352,16266,5944,11762,7447,0,0,0,0,0,0,0,167,0,0,0,0,431,0,0,"N","N","N"
"CCDC136",6338,0,0,0,6119,0,1135,1615,7500,2589,9418,8727,2551,3427,3366,5674,0,196,0,0,0,741,0,3782,0,0,0,6972,2222,0,8539,"N","N","Y"
"TRPV6",1769,0,5231,0,721,0,3476,6116,4626,3683,7386,9373,6796,5519,8100,9113,0,0,2275,10094,0,2784,3802,3783,0,0,0,16310,5068,0,8576,"N","N","N"
"MTMR7",1112,0,6511,0,423,0,4739,6138,3423,8588,15646,1955,10405,11492,6308,10842,0,0,0,10566,0,4458,3181,3784,0,0,0,14736,8807,0,1908,"N","N","N"
"TXLNG",5230,0,3184,0,0,0,9454,6115,5354,13583,4960,13908,11672,8186,10767,11929,0,0,0,8321,0,3679,2639,3785,0,0,0,18008,7865,0,5460,"N","N","N"
"SAT1",3730,0,2095,0,1315,0,2826,2786,1428,6106,1617,6411,4482,2522,4893,8969,0,0,0,0,0,2518,1744,696,0,0,0,4621,5094,0,6467,"N","N","N"
"TBC1D10C",4919,0,3185,0,1261,0,4012,5476,9632,3463,11366,9961,3848,5358,5396,1474,0,0,5059,12048,0,2498,2111,6344,0,0,0,1808,6467,0,1141,"N","N","N"
"FAM71E2",10255,0,0,0,15282,0,8765,2033,7558,0,0,0,0,0,0,975,0,0,2684,7209,0,1253,0,0,0,0,0,2446,3209,0,4565,"N","N","N"
"IRS1",8153,0,6461,0,20131,0,65,4168,220,92,988,602,1773,1457,1318,610,0,0,397,12025,0,1912,1697,323,0,0,0,3569,6262,0,9314,"N","N","Y"
"BCAN",4061,0,888,0,12315,0,2044,2154,2160,2146,3017,2165,921,2103,301,7850,0,1225,1440,5344,656,0,0,0,0,0,0,7100,3794,194,2395,"N","N","N"
"LPPR4",0,0,0,0,22698,0,10482,10482,10482,13219,12077,0,7601,14747,0,10699,122,0,0,0,0,4218,0,5987,0,0,0,12049,0,0,0,"N","N","N"
"CNNM2",5595,0,0,0,2626,0,6099,6741,6029,6630,13781,10279,6182,6678,5542,4625,0,0,0,0,0,0,0,3787,0,0,0,18954,5270,0,9066,"N","N","N"
"TRAF6",1084,0,6484,0,3935,0,2031,7897,951,2300,15706,148,637,11552,153,1511,0,645,1386,4859,1256,2710,3853,3789,0,0,0,4106,3791,0,3689,"N","N","Y"
"SYTL2",8466,0,3186,0,11133,0,4816,7285,9828,4685,13779,10240,4418,6676,5526,9064,0,0,0,6049,0,2480,2157,3790,0,0,0,4917,3217,0,0,"N","N","N"
"TRPV4",5231,0,4859,0,7980,0,7317,7895,6246,10600,3485,4234,10323,3513,3769,11896,0,0,3023,4419,0,2846,2184,3791,0,0,0,14481,8888,0,1692,"N","N","N"
"C15orf52",10461,0,0,0,12747,0,9379,5704,7847,0,0,0,0,0,0,8346,0,0,0,0,0,0,0,0,0,0,0,2641,5742,0,0,"N","N","N"
"LEO1",2088,0,5350,0,11842,0,2783,7919,5767,4426,6092,4176,8879,4560,6340,10666,0,0,0,8701,0,4267,3238,3792,0,0,0,17241,7147,0,6020,"N","N","N"
"IREB2",5783,0,0,0,4426,0,2864,1448,2336,4002,3506,9273,2324,1581,3506,7028,0,2500,4678,9211,0,985,0,1004,0,0,0,3168,1034,0,7232,"N","N","Y"
"ST20",12013,0,0,0,22713,0,9738,7901,8665,13487,11204,13213,11574,9639,10203,22545,0,0,0,2226,0,0,0,0,0,0,0,16729,12702,0,0,"N","N","N"
"CRAMP1L",0,0,0,0,12018,0,10412,10412,10412,0,14778,0,0,15492,0,7081,0,0,0,0,0,1800,0,4411,0,0,0,5492,3830,0,0,"N","N","N"
"KRTAP4-16P",11183,0,0,0,0,0,10238,10149,10241,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,3209,0,0,0,"N","N","N"
"SSTR2",1601,0,1127,0,835,0,1080,6452,2685,2151,13912,125,5192,6809,4072,11663,0,0,0,10955,722,2571,1973,3793,0,0,0,19906,9407,0,467,"N","N","N"
"COLEC12",6909,0,3187,0,13345,0,7351,7928,8204,9894,9339,1513,8646,7145,7926,6686,0,0,4599,12030,0,2798,2182,0,0,0,0,5030,6687,0,7176,"N","N","N"
"ZNF85",10220,0,3188,0,18262,0,5660,3194,3570,4264,4774,5423,2626,2347,2388,5951,0,0,2755,2257,0,1134,919,5771,0,0,0,13781,5738,0,7946,"N","N","N"
"TLE6",6714,0,1037,0,3299,0,6214,5277,4300,4241,7223,3409,3479,1853,1652,6268,0,0,3784,11247,0,0,0,0,0,0,0,197,1011,0,6238,"N","N","N"
"PTPRS",803,0,3933,0,1621,0,3553,7906,9900,2232,7278,9411,2163,3664,6710,8925,0,0,0,0,0,3932,3559,3009,0,0,0,13810,4587,0,8340,"N","N","Y"
"KANK3",7668,0,0,0,3903,0,3583,7020,5577,1875,8047,10681,3814,3236,5750,16342,0,0,0,2243,0,0,0,0,0,0,0,18667,8635,0,0,"N","N","N"
"KIAA1715",5239,0,0,0,8866,0,10304,10215,10307,16499,0,0,15717,0,0,1429,0,0,0,0,0,0,0,2982,0,0,0,1966,2360,0,0,"N","N","N"
"PLEKHM3",9434,0,0,0,22708,0,9221,4801,3602,6294,4669,8496,4116,1943,3311,5425,0,0,0,12024,0,0,0,6644,0,0,0,1157,2551,0,3701,"N","N","N"
"LGALSL",9448,0,0,0,0,0,7310,7917,8423,9282,9192,13529,8675,7089,10456,4038,0,0,0,6098,0,0,0,0,0,0,0,12573,7295,0,5707,"N","N","N"
"RIN2",5858,0,1524,0,5691,378,2765,3584,4695,1826,7944,2469,2232,1584,1884,8950,0,0,352,4531,0,556,594,1877,0,0,0,17058,4578,0,9559,"N","N","N"
"KRTAP10-2",8270,0,0,0,13544,0,6437,7920,8732,7558,13731,13448,10463,10139,10400,6559,0,0,0,4714,0,0,0,0,0,0,0,11880,8318,0,4835,"N","N","N"
"BCR",7947,0,5667,0,13506,0,3501,7930,732,2045,469,623,4820,1518,4086,8318,0,0,0,5569,1141,3814,2780,108,0,0,105,17151,4122,0,8930,"Y","N","Y"
"ARHGEF26",2807,0,5676,0,0,0,7567,7932,4357,12921,7583,8547,11088,7800,8199,9375,0,0,0,10741,0,0,0,0,0,0,0,14543,11802,0,5601,"N","N","N"
"SPARCL1",6120,0,4968,0,13729,0,4706,7902,7611,3210,10310,8932,3474,5719,7599,8151,0,0,2981,5780,0,4982,2207,3796,0,0,0,5063,3499,0,3943,"N","N","N"
"KCNN2",1053,0,0,0,1802,0,9310,5330,6435,9409,7348,10834,7004,3509,5837,1352,0,1174,3106,12040,0,0,0,149,0,0,0,3911,1984,0,1652,"N","N","N"
"TRPC7",3166,0,4718,0,10956,0,4797,6847,5143,5577,8467,2412,3827,3584,2550,935,0,1568,4250,7333,0,0,0,3797,0,0,0,4551,778,0,6402,"N","N","N"
"PCDHA9",7847,0,6229,105,0,0,9122,4230,8166,6339,9500,992,4162,3338,458,307,0,1806,0,9400,742,1136,881,0,0,0,34,2178,0,56,0,"N","N","Y"
"NHP2",1113,0,3189,0,3684,0,4614,7913,6288,5135,8325,8297,6008,4120,6370,2802,0,0,0,9734,0,0,0,3798,0,0,0,7965,7363,0,1757,"N","N","N"
"HEY2",7167,0,6268,0,9407,0,2088,7924,3480,991,2497,3484,9060,7348,6432,4340,0,0,0,6626,0,5180,4101,0,0,0,0,19540,11474,0,4615,"N","N","Y"
"C6orf165",0,0,0,0,4840,0,10292,10203,10295,0,0,0,0,0,0,8377,0,0,0,0,0,1926,0,0,0,0,0,15373,5133,0,0,"N","N","N"
"DPP6",7353,0,3190,0,22684,0,4138,7927,7324,0,0,0,0,0,0,10047,0,0,0,10100,0,0,0,0,0,0,0,9063,11401,0,518,"N","N","Y"
"BAIAP2L1",7825,0,2096,0,7730,0,8142,6807,780,8531,319,6180,6549,4997,4814,6538,0,0,2600,6780,0,1947,1572,2674,0,0,0,15416,6239,0,4826,"N","N","N"
"XKR5",8818,0,0,0,8538,0,8613,1010,9181,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9450,"N","N","N"
"ATP6V0D2",9551,0,5390,0,15044,0,5530,7931,4678,8861,8303,6550,7734,4589,6677,2454,0,0,0,4081,1469,0,0,0,0,0,0,4568,5616,0,9520,"N","N","N"
"VGLL1",5379,0,3191,0,13545,0,6508,7894,7469,11904,8562,7027,10988,8780,7917,11996,0,0,0,5489,0,0,0,0,0,0,0,17600,11629,0,2655,"N","N","N"
"EXOC6",3795,0,5660,0,3916,0,3626,7925,5440,6607,6252,7908,3860,6142,4910,7680,0,1458,0,0,0,4893,3825,0,0,0,0,1683,1546,0,4200,"N","N","N"
"C9orf91",7682,0,0,0,10970,0,10483,10483,10483,0,0,0,0,0,0,8389,0,0,0,0,0,0,0,0,0,0,0,1291,6723,0,0,"N","N","N"
"SLC6A17",9718,0,0,0,10739,0,8107,7383,5372,12508,6720,12440,10688,7623,9569,11582,0,0,0,6269,0,0,0,3799,0,0,0,17839,11057,0,5140,"N","N","Y"
"KRTCAP2",12014,0,0,0,22737,0,7393,6571,8621,7846,11181,11153,6180,5797,5998,16588,0,0,0,2262,0,1954,0,0,0,0,0,13524,13098,0,0,"N","N","N"
"USP21",6156,0,4547,0,3578,0,7789,3626,1237,8606,3267,921,5814,3251,1795,3364,0,0,3528,8266,1053,2414,1932,3800,0,0,0,2843,6727,0,6063,"N","N","Y"
"IKBKE",1315,0,904,0,1204,0,3226,4915,9577,3076,2834,1160,3025,4837,1957,8673,0,0,0,0,694,2089,1624,4329,57,170,299,15545,6519,0,752,"N","N","Y"
"OR10G7",10353,0,4342,0,3161,0,8395,7395,6097,12695,7738,7275,10788,6269,8776,5883,0,0,0,7319,0,0,0,0,0,0,0,9466,5780,0,6961,"N","N","N"
"OPCML",10672,0,4343,0,23907,0,1473,2765,1597,2788,3761,6925,2086,3596,5142,10991,0,0,0,2431,0,1370,1790,0,0,0,0,4898,9382,0,0,"N","N","Y"
"DHRS4L2",6943,0,0,0,2091,0,6558,7419,5896,7599,8560,12036,7856,8046,9239,4870,0,0,0,0,0,0,0,0,0,0,0,10466,10817,0,0,"N","N","N"
"SEC23A",2339,0,1138,0,1832,0,1741,6089,3947,1376,6478,2069,1839,3488,2350,8978,0,0,645,6756,1305,2696,1711,3803,0,0,92,12933,6196,0,9387,"N","N","N"
"RPL13AP3",0,0,0,0,0,0,9654,7385,9839,0,0,0,0,0,0,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","N","N"
"GCNT3",12015,0,5267,0,22732,0,9655,7414,2234,13395,15360,1047,11482,11207,2574,15276,0,0,0,2242,0,0,0,0,0,0,0,5322,12190,0,0,"N","N","N"
"B9D1",9684,0,6452,0,22718,0,5529,7426,6016,11295,8088,3728,8049,6393,4440,6360,0,0,0,200,0,3312,2819,0,0,0,0,13916,10735,0,0,"N","N","N"
"DHRS11",12016,0,0,0,22727,0,5324,7420,9843,7137,12597,11809,5612,9301,9053,14279,0,0,0,0,0,0,0,0,0,0,0,11693,12443,0,0,"N","N","N"
"PSMD3",10427,0,363,0,17193,0,1038,2850,1518,3402,5770,110,3265,3399,2372,11225,0,0,715,2269,1155,2391,2054,4229,0,0,0,18906,11888,0,2454,"N","N","Y"
"CASKIN2",5398,0,0,0,14333,0,6873,7425,5837,12820,12103,13757,10965,4309,10647,9731,0,0,2965,2263,0,0,0,5381,0,0,0,16943,9937,0,1337,"N","N","N"
"MC4R",7213,0,2310,0,17565,0,2429,5259,3597,2673,7528,4448,5337,2908,4357,3862,0,0,3237,7502,1215,1564,1109,3805,0,0,0,11091,6477,0,5778,"N","N","N"
"ATCAY",443,0,3192,0,2876,0,1993,2973,7236,2860,9476,5859,2560,5583,5372,1102,0,1019,0,0,0,0,0,0,0,0,0,4138,3752,0,4647,"N","N","N"
"TMEM163",6600,0,0,0,13731,0,6320,7379,7250,7947,10074,13423,7369,7598,10382,5488,0,0,0,7778,0,0,0,3806,0,0,0,18300,7407,0,7602,"N","N","N"
"PLCL1",5709,0,1265,0,610,0,3862,5258,876,3848,14135,6620,2425,7028,2649,7746,0,2073,1180,2272,0,0,0,845,0,0,0,11542,1823,0,6276,"N","N","N"
"C2orf44",12017,0,0,0,22721,0,10461,10461,10461,0,0,0,0,0,0,9629,0,0,0,0,0,0,0,0,0,0,0,1921,8390,0,0,"N","N","Y"
"PPDPF",6303,0,0,0,22743,0,8340,7389,7425,12997,11413,14168,10244,10927,10972,4536,0,0,0,2187,0,0,0,6557,0,0,0,8723,8564,0,8991,"N","N","N"
"TOMM22",1969,0,3193,0,3411,0,7448,7375,6798,12172,10456,8948,11314,5777,4874,3646,0,0,0,11017,0,3076,3685,3807,0,0,0,9349,11441,0,8615,"N","N","N"
"OXNAD1",9856,0,0,0,16078,0,4717,7394,7764,6552,10058,12608,7525,8809,9703,4938,0,0,0,0,0,0,0,0,0,0,0,16924,9318,0,2187,"N","N","N"
"N4BP2",670,0,0,0,7787,0,3032,1796,3073,2111,6852,7806,2338,1286,2162,7337,0,2191,1758,4160,0,493,0,1884,0,0,0,2854,578,0,4599,"Y","N","N"
"H2AFY",12018,0,5634,0,22734,0,6833,7410,5632,8301,16025,3117,8077,11871,6802,15601,0,0,0,2204,0,5241,3713,0,0,0,0,8943,12281,0,0,"N","N","N"
"ZKSCAN4",5980,0,3194,0,3186,0,6448,3383,406,7881,476,10690,5984,4087,5756,3024,0,0,4437,7950,0,2232,1880,3808,0,0,0,10009,4733,0,8530,"N","N","N"
"KHDC3L",9372,0,0,0,0,0,9463,6172,4481,9631,6641,11198,7235,4913,6021,4350,0,0,0,8151,0,0,0,0,0,0,0,5454,4767,0,7978,"N","N","N"
"LMTK2",10061,0,3195,0,5177,0,3332,3398,3347,4213,3052,10631,6259,4728,5726,5552,0,0,3616,8534,0,0,0,3809,0,0,0,6835,3815,0,6388,"N","N","Y"
"TTLL11",12019,0,0,0,22753,0,6599,7374,8698,10406,12724,13338,9197,9055,10311,23470,0,0,0,2195,0,0,0,0,0,0,0,3866,13494,0,0,"N","N","N"
"RAPGEF1",2960,0,507,0,7242,373,2531,1333,440,2525,2101,970,2035,1303,1073,7757,0,2325,0,7125,0,544,372,3811,0,0,0,2979,1710,0,0,"N","N","Y"
"EGFL6",11672,0,0,0,20391,0,3426,4040,6495,2217,9331,9780,2929,2766,3641,3118,0,0,0,11319,0,1190,0,0,0,0,0,442,11108,0,0,"N","N","N"
"SERPINC1",7232,0,1943,0,14112,0,786,2849,1857,933,2014,2043,5211,2074,3861,1063,0,1655,1078,12026,491,2411,1721,5038,0,0,0,587,2036,0,2015,"N","N","N"
"CCDC88A",4189,0,4724,0,4521,0,5066,6831,3939,4628,6175,5399,6002,4122,4801,2404,0,0,0,12029,0,2011,1677,5398,0,0,0,3781,2228,0,0,"Y","N","Y"
"GSTM4",0,0,3196,0,0,0,3701,7733,6001,7862,3820,6929,8843,8876,7253,10383,0,0,0,0,0,5214,3759,0,0,0,0,14447,0,0,0,"N","N","N"
"DENND2C",2214,0,0,0,7907,0,9279,5137,7102,9682,14165,11672,7286,7057,6258,8489,0,0,0,0,0,0,0,3813,0,0,0,13923,4350,0,0,"N","N","N"
"FCRL2",9857,0,0,0,2137,0,5020,7737,8113,4921,13086,12439,4827,9438,9568,10218,0,0,0,11185,0,4912,0,0,0,0,0,18246,9180,0,1466,"N","N","N"
"FMO4",9826,0,0,0,6154,0,7167,7736,7955,8134,11224,13559,7521,8894,10482,8596,0,0,2722,7080,0,0,0,2608,0,0,0,11618,6576,0,4789,"N","N","N"
"OR6F1",11205,0,4344,0,18074,0,7042,7719,6340,11436,7785,6944,7958,7147,8755,6261,0,0,0,406,0,0,0,0,0,0,0,19817,11281,0,9536,"N","N","N"
"BNIP3",12020,0,3197,0,22759,0,6096,7746,2484,11299,15796,7158,10602,11642,7079,12843,0,0,0,2244,0,3753,2634,0,0,0,0,13471,13351,0,0,"N","N","Y"
"NXPE4",12021,0,0,0,0,0,9712,7725,8886,13552,13593,13672,11640,10386,10577,19288,0,0,0,2249,0,0,0,0,0,0,0,3650,12440,0,0,"N","N","N"
"OR5M1",8411,0,2187,0,1480,0,9224,4815,4503,9447,6934,6435,7046,3693,5305,782,0,2557,4714,11388,0,0,0,0,0,0,0,5814,3577,0,1262,"N","N","N"
"OR52N4",10007,0,3198,0,11224,0,9708,7720,6341,13796,7716,7598,11888,6476,8800,6381,0,0,0,7106,0,0,0,0,0,0,0,19832,7291,0,4235,"N","N","N"
"FAM168A",12022,0,0,0,22766,0,8508,7738,5495,13045,7526,12639,11188,8613,9729,6118,0,0,0,12057,0,4848,0,0,0,0,0,2167,7802,0,0,"N","N","N"
"SYT10",4314,0,5252,0,5098,0,7146,7707,8466,8884,16047,4561,7981,11893,4778,5693,0,0,2504,6578,0,0,0,0,0,0,0,11656,6000,0,5287,"N","N","N"
"TMTC4",4573,0,0,0,13353,0,3229,3319,7366,4205,7881,8531,3347,3040,3318,3397,0,2434,0,4022,0,0,0,728,0,0,0,1493,1310,0,0,"N","N","N"
"ANKRD10",2357,0,0,0,4783,0,5209,7750,6083,7741,11526,12516,9335,5331,9633,9330,0,0,0,7318,0,3500,0,0,0,0,0,18870,8942,0,8626,"N","N","N"
"UPF3A",8729,0,5802,0,7025,0,2766,7702,5601,2440,3243,3960,3720,5083,6694,11971,0,0,4266,9266,0,3558,2435,3815,0,0,0,18650,10260,0,6060,"N","N","N"
"DOCK9",1879,0,2277,0,1490,0,3742,3252,2726,3986,5734,7434,2382,1807,3252,7672,0,0,0,0,0,1179,936,3816,0,0,0,10443,1833,0,1611,"N","N","N"
"AP4E1",3641,0,1069,0,4356,0,5315,2508,3434,2426,7238,4388,1912,1408,1299,1864,0,1793,679,4319,0,0,0,3817,0,0,0,6947,1801,0,9723,"N","N","N"
"XYLT1",9201,0,5574,0,3456,0,7712,7700,7570,11373,9361,3141,6858,7523,6576,9163,0,0,0,9835,0,0,0,0,0,0,0,17388,5412,0,1130,"N","N","N"
"TAOK2",1350,0,4890,0,3153,0,5666,7706,5756,6153,7016,3492,6604,6469,8284,11717,0,0,1596,2188,0,2996,2325,283,0,0,0,12803,7556,0,9158,"N","N","Y"
"OR3A3",10651,0,4345,0,7853,0,7737,7721,6342,11194,7796,7250,9633,7088,8772,2635,0,0,0,9161,0,0,0,0,0,0,0,19674,8133,0,2709,"N","N","N"
"OR1E2",12023,0,4346,0,22781,0,9710,7723,6344,13962,7831,8218,12054,6522,8853,19364,0,0,0,2237,0,0,0,0,138,86,0,8322,13065,0,0,"N","N","N"
"STAT5A",9666,0,924,0,9182,0,3664,7187,851,2323,327,575,840,1365,317,8160,0,0,1811,11818,547,2552,2026,6217,0,0,0,804,1993,0,4297,"N","N","Y"
"ST8SIA5",12024,0,0,0,22788,0,8194,7708,8245,12135,12609,12319,10587,8245,9472,22557,0,0,0,2246,0,4896,0,0,0,0,0,5900,13298,0,0,"N","N","N"
"NFIC",6569,0,6599,0,22778,0,4766,7726,3833,8139,1769,226,9054,7617,624,6844,0,0,0,0,1547,4360,3528,373,0,0,0,2838,5070,0,0,"N","N","N"
"PRX",10174,0,0,0,5483,0,3300,1968,5776,3577,9299,9616,3449,3285,3596,760,0,234,2658,4038,0,974,0,2883,0,0,0,3353,1885,0,1592,"Y","N","Y"
"GP6",11240,0,5960,0,20619,0,6928,5809,9062,6991,13327,2227,6637,6574,2954,7038,0,0,0,2245,0,2071,1357,6076,0,0,0,4893,6995,0,0,"N","N","N"
"IL18RAP",10364,0,914,0,6261,0,670,1199,3724,2068,7337,5302,1194,2388,2278,3599,0,953,1814,7351,0,975,711,3818,0,0,0,6846,2532,0,2466,"N","N","N"
"BAZ2B",2059,0,1317,0,4514,0,3395,2756,2624,1359,4954,3977,1016,623,1256,7428,0,1354,55,5150,0,353,304,3819,0,0,0,3775,255,0,9708,"N","N","N"
"MAPRE3",6805,0,2554,0,14428,0,4163,7008,4969,3221,5889,2792,2646,2020,4383,6093,0,0,438,6972,0,1343,1500,3820,0,0,0,2343,6789,0,9724,"N","N","Y"
"BMP10",4396,0,5038,0,3751,0,8249,7747,6033,12111,3259,5077,10828,5727,7484,9475,0,0,0,9293,1440,0,0,0,0,0,0,19729,9758,0,241,"N","N","Y"
"EMILIN3",12025,0,0,0,22764,0,6656,7740,8553,10001,14229,12905,9699,10996,9953,4456,0,0,0,12022,0,0,0,0,0,0,0,1760,9955,0,0,"N","N","N"
"TTC28",5683,0,0,0,8245,0,8798,2209,2841,2752,6109,6066,1511,251,1406,6040,0,918,4710,9463,0,305,0,3821,0,0,0,4024,945,0,6895,"N","N","N"
"SENP7",860,0,0,0,8030,0,8066,3736,4084,8550,8120,11549,6770,4283,6195,8985,0,0,4445,10032,0,0,0,3822,112,156,0,14365,4979,0,8553,"N","N","N"
"MIR885",0,0,0,0,0,0,9713,7728,9881,0,0,0,0,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","N","N"
"MED12L",1898,0,1866,0,5530,0,4570,6368,4195,3849,5307,4780,5308,4450,4902,8760,0,0,1204,1729,1136,0,0,5337,0,0,0,3647,3369,0,5517,"N","N","Y"
"VWA5B2",3042,0,0,0,6451,0,9175,4583,8169,4133,7982,7867,2483,1735,2170,5852,0,1360,0,2275,0,699,0,0,0,0,0,14211,3817,0,0,"N","N","N"
"RBMS3",3874,0,0,0,18304,0,3374,3705,7831,3542,14119,11373,2583,7012,6117,11289,0,0,435,4686,0,0,0,3823,0,0,0,17209,10159,0,2118,"N","N","N"
"OR2Y1",12026,0,4347,0,22782,0,9709,7722,6343,13421,4233,7483,11508,6442,8793,19398,0,0,0,2256,0,0,0,0,0,0,0,7456,12513,0,0,"N","N","N"
"HCN1",2511,0,4471,0,5798,0,2734,1874,3240,5380,13753,4777,5520,6650,2754,4955,0,0,658,12037,0,2041,1637,4769,0,0,0,7629,2927,0,2270,"N","N","N"
"ZSWIM6",2987,0,0,0,15833,0,9097,4068,7301,9680,9223,11669,7284,4257,6256,4022,0,160,292,320,0,0,0,0,0,0,0,14003,2801,0,2817,"N","N","N"
"JMY",10507,0,3199,0,6831,0,1635,7731,1326,412,690,160,3343,8940,6937,10551,0,0,0,5044,0,5158,3934,3824,0,0,0,16114,9917,0,2146,"N","N","Y"
"PRELID1P1",0,0,0,0,0,0,9707,7714,9879,0,0,0,0,0,0,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","N","N"
"HIST1H3J",3578,0,0,0,22772,0,2474,7732,5976,4780,3174,12497,5875,3588,9619,2397,0,0,0,8033,0,0,0,793,0,0,0,10103,9994,0,0,"N","N","N"
"CDK13",1475,0,3200,0,5840,0,4547,7743,5783,6888,2937,12164,5278,4813,9343,8428,0,0,0,10686,0,3712,2866,433,0,0,0,16623,4236,0,8348,"N","N","Y"
"CDK6",1676,0,5761,0,18177,0,423,7742,993,152,401,2823,1613,473,119,5627,0,0,0,9919,0,3656,3046,3825,0,0,0,16364,7279,0,6033,"Y","N","Y"
"PILRB",7894,0,0,0,16501,0,8039,7716,9880,11446,16038,13563,8362,11884,10486,11104,0,0,0,0,0,4337,0,0,0,0,0,12081,10492,0,2863,"N","N","Y"
"FAM160B2",7853,0,0,0,12759,0,8181,7739,7573,11650,11043,13524,9613,7931,10453,3946,0,0,1637,2227,0,0,0,0,0,0,0,3827,4125,0,3176,"N","N","N"
"SDCBP",12027,0,3201,0,22786,0,5193,7711,1158,4906,630,4732,2920,7190,7160,21614,0,0,0,2251,0,5285,2710,0,0,0,0,7352,12643,0,0,"N","N","Y"
"ARHGEF39",6157,0,3202,0,0,0,7089,7748,7643,9104,11458,14066,10330,10088,10893,6123,0,0,0,7491,0,0,0,0,203,142,0,5040,5286,0,6087,"N","N","N"
"KANK1",11690,0,3203,0,20525,0,2902,6449,5149,3326,8048,11582,4360,2567,6214,16341,0,0,0,1659,0,1928,1676,0,0,0,0,1526,12550,0,0,"N","N","N"
"LCE1E",7214,0,0,0,4395,0,8226,8311,8843,12511,13566,14055,9881,10075,10885,5483,0,0,0,8483,0,0,0,0,170,232,0,5536,11610,0,6484,"N","N","N"
"RRNAD1",633,0,0,0,0,0,7979,4459,7797,8971,10447,10297,6860,5157,5553,3554,0,1072,0,215,0,0,0,0,0,0,0,785,1514,0,2185,"N","N","N"
"TMEM9",4443,0,0,0,13225,0,9807,8280,9940,13655,15728,11977,11744,11574,9189,11831,0,0,0,251,0,3034,0,3826,0,0,0,9173,9163,0,5262,"N","N","N"
"LGR6",5403,0,2132,0,7356,0,2938,6105,5223,3799,6544,5282,3318,1791,4411,6756,0,1345,4151,7108,0,0,0,3827,0,0,0,11850,2594,0,8601,"N","N","Y"
"NCMAP",7168,0,0,0,0,0,9811,8303,8709,13643,13724,11909,11732,10187,9135,2949,0,0,0,3923,0,0,0,0,0,0,0,7159,11022,0,7177,"N","N","N"
"ST3GAL3",3379,0,6038,0,17693,0,8237,8290,2768,12217,2449,1076,10886,4441,2306,8159,0,338,0,6391,0,4884,2477,2541,0,0,0,3473,3240,0,0,"N","N","N"
"YIPF1",7215,0,0,0,9470,0,5343,8276,1709,8892,1165,13366,9262,8299,10336,12050,0,0,0,0,0,3285,0,3828,0,0,0,15546,11918,0,4938,"N","N","N"
"VAMP3",5680,0,6234,0,578,0,5092,8279,6472,6588,8215,7003,5417,3676,4410,4555,0,0,0,10144,0,3860,2459,3829,0,0,0,6608,9185,0,807,"N","N","N"
"ZRANB1",265,0,5517,0,3556,0,5891,8274,6365,8310,6335,5180,6285,8033,7948,4235,0,1148,3385,7820,0,0,0,0,0,0,0,5869,2564,0,7840,"N","N","N"
